Year,Sex,PCL,FL,TL,TLcm,TLbin,Weight,Frequency,Source,Gear,LAT,LONG,FMP
2000,1,1992.005262,2200,2277.3331,227.73331,220,126.1671989,2,RACE_TWL,Bottom Trawl,58.524,-174.65511,BS
2000,1,2046.482252,2260,2339.2951,233.92951,230,136.7300528,2,RACE_TWL,Bottom Trawl,58.524,-174.65511,BS
2000,1,2064.641249,2280,2359.9491,235.99491,230,140.3776336,1,RACE_TWL,Bottom Trawl,57.74545,-173.88721,BS
2000,1,2073.720747,2290,2370.2761,237.02761,230,142.2254818,1,RACE_TWL,Bottom Trawl,58.54727,-174.60451,BS
2000,3,2300,,2662,266.2,260,201.3514099,1,"ABL Surveys (M. Sigler, L. Hulbert)",Longline,60.44938,-147.48163,GOA
2000,3,2500,,2892.8,289.28,280,258.2894126,1,"ABL Surveys (M. Sigler, L. Hulbert)",Longline,,,GOA
2000,2,693.6369903,770,800.5721,80.05721,80,5.509606238,1,IPHC Survey (L. Hulbert),Longline,56.46564,-172.7524,GOA
2000,2,720.8754855,800,831.5531,83.15531,80,6.173157611,1,IPHC Survey (L. Hulbert),Longline,56.65444,-173.2319,GOA
2000,1,739.0344823,820,852.2071,85.22071,80,6.6438526,1,IPHC Survey (L. Hulbert),Longline,54.28325,-166.57719,GOA
2000,1,811.6704695,900,934.8231,93.48231,90,8.765435464,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,875.2269583,970,1007.1121,100.71121,100,10.95615459,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,877.766,,1010,101,100,11.05051865,1,IPHC Survey (L. Hulbert),Longline,53.69761,-166.7655,GOA
2000,2,911.5449519,1010,1048.4201,104.84201,100,12.35788412,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,912.934,,1050,105,100,12.41374317,1,IPHC Survey (L. Hulbert),Longline,53.69761,-166.7655,GOA
2000,2,920.6244503,1020,1058.7471,105.87471,100,12.72605178,1,IPHC Survey (L. Hulbert),Longline,56.887,-155.7945,GOA
2000,2,929.7039487,1030,1069.0741,106.90741,100,13.10145398,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,938.7834471,1040,1079.4011,107.94011,100,13.48416095,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,966.0219423,1070,1110.3821,111.03821,110,14.67681251,1,IPHC Survey (L. Hulbert),Longline,54.91819,-167.65089,GOA
2000,2,974.478,,1120,112,110,15.06086363,1,IPHC Survey (L. Hulbert),Longline,53.69761,-166.7655,GOA
2000,1,993.2604375,1100,1141.3631,114.13631,110,15.93773431,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,993.2604375,1100,1141.3631,114.13631,110,15.93773431,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,993.2604375,1100,1141.3631,114.13631,110,15.93773431,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,993.2604375,1100,1141.3631,114.13631,110,15.93773431,1,IPHC Survey (L. Hulbert),Longline,54.28325,-166.57719,GOA
2000,3,1011.419434,1120,1162.0171,116.20171,110,16.81721269,1,IPHC Survey (L. Hulbert),Longline,56.06556,-168.795,GOA
2000,2,1018.438,,1170,117,110,17.16561209,1,IPHC Survey (L. Hulbert),Longline,54.46659,-162.2554,GOA
2000,2,1020.498933,1130,1172.3441,117.23441,110,17.26882159,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1029.578431,1140,1182.6711,118.26711,110,17.72843722,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1038.65793,1150,1192.9981,119.29981,110,18.19612975,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1038.65793,1150,1192.9981,119.29981,110,18.19612975,1,IPHC Survey (L. Hulbert),Longline,54.91819,-167.65089,GOA
2000,1,1038.65793,1150,1192.9981,119.29981,110,18.19612975,1,IPHC Survey (L. Hulbert),Longline,56.46564,-172.7524,GOA
2000,2,1074.975923,1190,1234.3061,123.43061,120,20.14907233,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1084.055422,1200,1244.6331,124.46331,120,20.65820193,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1093.13492,1210,1254.9601,125.49601,120,21.17582944,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1093.13492,1210,1254.9601,125.49601,120,21.17582944,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1129.452914,1250,1296.2681,129.62681,120,23.33272167,1,IPHC Survey (L. Hulbert),Longline,54.28325,-166.57719,GOA
2000,1,1138.532412,1260,1306.5951,130.65951,130,23.89389103,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1147.61191,1270,1316.9221,131.69221,130,24.4639792,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1147.61191,1270,1316.9221,131.69221,130,24.4639792,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1156.691409,1280,1327.2491,132.72491,130,25.04305633,1,IPHC Survey (L. Hulbert),Longline,56.65444,-173.2319,GOA
2000,1,1156.691409,1280,1327.2491,132.72491,130,25.04305633,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,3,1174.850406,1300,1347.9031,134.79031,130,26.22845799,1,IPHC Survey (L. Hulbert),Longline,56.06556,-168.795,GOA
2000,2,1183.929904,1310,1358.2301,135.82301,130,26.8349228,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1183.929904,1310,1358.2301,135.82301,130,26.8349228,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1193.009402,1320,1368.5571,136.85571,130,27.45065709,1,IPHC Survey (L. Hulbert),Longline,56.06556,-168.795,GOA
2000,1,1211.168399,1340,1389.2111,138.92111,130,28.71021467,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1220.247898,1350,1399.5381,139.95381,130,29.35417819,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1220.247898,1350,1399.5381,139.95381,130,29.35417819,1,IPHC Survey (L. Hulbert),Longline,58.54702,-174.6028,GOA
2000,2,1220.247898,1350,1399.5381,139.95381,130,29.35417819,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1229.327396,1360,1409.8651,140.98651,140,30.0076917,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1238.406894,1370,1420.1921,142.01921,140,30.67082531,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1238.406894,1370,1420.1921,142.01921,140,30.67082531,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1247.486393,1380,1430.5191,143.05191,140,31.34364913,1,IPHC Survey (L. Hulbert),Longline,58.54702,-174.6028,GOA
2000,2,1247.486393,1380,1430.5191,143.05191,140,31.34364913,2,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1256.565891,1390,1440.8461,144.08461,140,32.02623329,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1256.565891,1390,1440.8461,144.08461,140,32.02623329,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1256.565891,1390,1440.8461,144.08461,140,32.02623329,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1265.64539,1400,1451.1731,145.11731,140,32.71864788,1,IPHC Survey (L. Hulbert),Longline,54.63905,-160.3674,GOA
2000,1,1265.64539,1400,1451.1731,145.11731,140,32.71864788,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1265.64539,1400,1451.1731,145.11731,140,32.71864788,2,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1265.64539,1400,1451.1731,145.11731,140,32.71864788,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,3,1274.724888,1410,1461.5001,146.15001,140,33.42096302,1,IPHC Survey (L. Hulbert),Longline,56.06556,-168.795,GOA
2000,1,1274.724888,1410,1461.5001,146.15001,140,33.42096302,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1283.804386,1420,1471.8271,147.18271,140,34.13324881,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1283.804386,1420,1471.8271,147.18271,140,34.13324881,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1283.804386,1420,1471.8271,147.18271,140,34.13324881,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,2,1283.804386,1420,1471.8271,147.18271,140,34.13324881,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,1,1283.804386,1420,1471.8271,147.18271,140,34.13324881,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1292.883885,1430,1482.1541,148.21541,140,34.85557536,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1299.782,,1490,149,140,35.41111543,1,IPHC Survey (L. Hulbert),Longline,54.64204,-163.08949,GOA
2000,2,1301.963383,1440,1492.4811,149.24811,140,35.58801275,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1301.963383,1440,1492.4811,149.24811,140,35.58801275,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1311.042882,1450,1502.8081,150.28081,150,36.3306311,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1311.042882,1450,1502.8081,150.28081,150,36.3306311,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1320.12238,1460,1513.1351,151.31351,150,37.08350048,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1320.12238,1460,1513.1351,151.31351,150,37.08350048,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1320.12238,1460,1513.1351,151.31351,150,37.08350048,1,IPHC Survey (L. Hulbert),Longline,58.54702,-174.6028,GOA
2000,2,1329.201878,1470,1523.4621,152.34621,150,37.84669101,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1329.201878,1470,1523.4621,152.34621,150,37.84669101,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1329.201878,1470,1523.4621,152.34621,150,37.84669101,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1338.281377,1480,1533.7891,153.37891,150,38.62027276,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1338.281377,1480,1533.7891,153.37891,150,38.62027276,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,1,1338.281377,1480,1533.7891,153.37891,150,38.62027276,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1347.360875,1490,1544.1161,154.41161,150,39.40431582,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1347.360875,1490,1544.1161,154.41161,150,39.40431582,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1347.360875,1490,1544.1161,154.41161,150,39.40431582,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1347.360875,1490,1544.1161,154.41161,150,39.40431582,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1356.440374,1500,1554.4431,155.44431,150,40.19889029,1,IPHC Survey (L. Hulbert),Longline,58.54702,-174.6028,GOA
2000,2,1356.440374,1500,1554.4431,155.44431,150,40.19889029,2,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1356.440374,1500,1554.4431,155.44431,150,40.19889029,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1365.519872,1510,1564.7701,156.47701,150,41.00406624,1,IPHC Survey (L. Hulbert),Longline,58.54702,-174.6028,GOA
2000,1,1365.519872,1510,1564.7701,156.47701,150,41.00406624,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,2,1365.519872,1510,1564.7701,156.47701,150,41.00406624,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1365.519872,1510,1564.7701,156.47701,150,41.00406624,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1374.59937,1520,1575.0971,157.50971,150,41.81991375,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1374.59937,1520,1575.0971,157.50971,150,41.81991375,1,IPHC Survey (L. Hulbert),Longline,57.74545,-173.88721,GOA
2000,2,1374.59937,1520,1575.0971,157.50971,150,41.81991375,2,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1374.59937,1520,1575.0971,157.50971,150,41.81991375,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1374.59937,1520,1575.0971,157.50971,150,41.81991375,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1383.678869,1530,1585.4241,158.54241,150,42.64650291,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1383.678869,1530,1585.4241,158.54241,150,42.64650291,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1383.678869,1530,1585.4241,158.54241,150,42.64650291,1,IPHC Survey (L. Hulbert),Longline,58.35488,-175.4118,GOA
2000,1,1383.678869,1530,1585.4241,158.54241,150,42.64650291,2,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1392.758367,1540,1595.7511,159.57511,150,43.48390378,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1392.758367,1540,1595.7511,159.57511,150,43.48390378,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,2,1401.837866,1550,1606.0781,160.60781,160,44.33218645,1,IPHC Survey (L. Hulbert),Longline,58.54702,-174.6028,GOA
2000,2,1401.837866,1550,1606.0781,160.60781,160,44.33218645,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1401.837866,1550,1606.0781,160.60781,160,44.33218645,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1410.917364,1560,1616.4051,161.64051,160,45.19142098,1,IPHC Survey (L. Hulbert),Longline,57.74545,-173.88721,GOA
2000,2,1410.917364,1560,1616.4051,161.64051,160,45.19142098,2,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1410.917364,1560,1616.4051,161.64051,160,45.19142098,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1410.917364,1560,1616.4051,161.64051,160,45.19142098,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1419.996862,1570,1626.7321,162.67321,160,46.06167744,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1419.996862,1570,1626.7321,162.67321,160,46.06167744,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1429.076361,1580,1637.0591,163.70591,160,46.94302591,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1429.076361,1580,1637.0591,163.70591,160,46.94302591,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1429.076361,1580,1637.0591,163.70591,160,46.94302591,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1440.454,,1650,165,160,48.06322117,1,IPHC Survey (L. Hulbert),Longline,54.64204,-163.08949,GOA
2000,1,1456.314856,1610,1668.0401,166.80401,160,49.65432395,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1456.314856,1610,1668.0401,166.80401,160,49.65432395,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1456.314856,1610,1668.0401,166.80401,160,49.65432395,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1456.314856,1610,1668.0401,166.80401,160,49.65432395,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1465.394354,1620,1678.3671,167.83671,160,50.58074104,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1465.394354,1620,1678.3671,167.83671,160,50.58074104,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1465.394354,1620,1678.3671,167.83671,160,50.58074104,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1474.473853,1630,1688.6941,168.86941,160,51.51860044,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1474.473853,1630,1688.6941,168.86941,160,51.51860044,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1483.553351,1640,1699.0211,169.90211,160,52.4679722,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1483.553351,1640,1699.0211,169.90211,160,52.4679722,2,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1483.553351,1640,1699.0211,169.90211,160,52.4679722,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1483.553351,1640,1699.0211,169.90211,160,52.4679722,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,3,1484.414,,1700,170,170,52.55856338,1,IPHC Survey (L. Hulbert),Longline,56.93383,-155.93117,GOA
2000,1,1492.63285,1650,1709.3481,170.93481,170,53.42892637,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1492.63285,1650,1709.3481,170.93481,170,53.42892637,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1492.63285,1650,1709.3481,170.93481,170,53.42892637,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1492.63285,1650,1709.3481,170.93481,170,53.42892637,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1492.63285,1650,1709.3481,170.93481,170,53.42892637,1,IPHC Survey (L. Hulbert),Longline,56.887,-155.7945,GOA
2000,2,1501.712348,1660,1719.6751,171.96751,170,54.401533,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1501.712348,1660,1719.6751,171.96751,170,54.401533,1,IPHC Survey (L. Hulbert),Longline,58.35488,-175.4118,GOA
2000,1,1501.712348,1660,1719.6751,171.96751,170,54.401533,2,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1510.791846,1670,1730.0021,173.00021,170,55.38586214,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1510.791846,1670,1730.0021,173.00021,170,55.38586214,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,3,1519.871345,1680,1740.3291,174.03291,170,56.38198384,1,IPHC Survey (L. Hulbert),Longline,56.06556,-168.795,GOA
2000,1,1519.871345,1680,1740.3291,174.03291,170,56.38198384,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1528.950843,1690,1750.6561,175.06561,170,57.38996813,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1528.950843,1690,1750.6561,175.06561,170,57.38996813,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1528.950843,1690,1750.6561,175.06561,170,57.38996813,2,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1528.950843,1690,1750.6561,175.06561,170,57.38996813,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1538.030342,1700,1760.9831,176.09831,170,58.40988506,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1538.030342,1700,1760.9831,176.09831,170,58.40988506,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1538.030342,1700,1760.9831,176.09831,170,58.40988506,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,1,1538.030342,1700,1760.9831,176.09831,170,58.40988506,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1547.10984,1710,1771.3101,177.13101,170,59.44180467,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1547.10984,1710,1771.3101,177.13101,170,59.44180467,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1556.189338,1720,1781.6371,178.16371,170,60.48579699,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1556.189338,1720,1781.6371,178.16371,170,60.48579699,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1565.268837,1730,1791.9641,179.19641,170,61.54193207,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1565.268837,1730,1791.9641,179.19641,170,61.54193207,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1565.268837,1730,1791.9641,179.19641,170,61.54193207,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1574.348335,1740,1802.2911,180.22911,180,62.61027993,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1574.348335,1740,1802.2911,180.22911,180,62.61027993,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1583.427834,1750,1812.6181,181.26181,180,63.69091062,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1583.427834,1750,1812.6181,181.26181,180,63.69091062,2,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1583.427834,1750,1812.6181,181.26181,180,63.69091062,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1592.507332,1760,1822.9451,182.29451,180,64.78389414,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,1,1592.507332,1760,1822.9451,182.29451,180,64.78389414,2,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,3,1598.71,,1830,183,180,65.53770484,1,IPHC Survey (L. Hulbert),Longline,60.85033333,-148.167,GOA
2000,3,1598.71,,1830,183,180,65.53770484,1,IPHC Survey (L. Hulbert),Longline,60.85033333,-148.167,GOA
2000,2,1601.58683,1770,1833.2721,183.32721,180,65.88930055,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,2,1610.666329,1780,1843.5991,184.35991,180,67.00719985,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,3,1610.666329,1780,1843.5991,184.35991,180,67.00719985,1,IPHC Survey (L. Hulbert),Longline,56.06556,-168.795,GOA
2000,2,1610.666329,1780,1843.5991,184.35991,180,67.00719985,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1610.666329,1780,1843.5991,184.35991,180,67.00719985,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1610.666329,1780,1843.5991,184.35991,180,67.00719985,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1619.745827,1790,1853.9261,185.39261,180,68.13766207,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1619.745827,1790,1853.9261,185.39261,180,68.13766207,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1619.745827,1790,1853.9261,185.39261,180,68.13766207,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1628.825326,1800,1864.2531,186.42531,180,69.28075725,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1628.825326,1800,1864.2531,186.42531,180,69.28075725,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1637.904824,1810,1874.5801,187.45801,180,70.43655538,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1646.984322,1820,1884.9071,188.49071,180,71.6051265,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1651.462,,1890,189,180,72.18614745,1,IPHC Survey (L. Hulbert),Longline,57.52783,-155.25451,GOA
2000,3,1656.063821,1830,1895.2341,189.52341,180,72.78654062,1,IPHC Survey (L. Hulbert),Longline,54.63905,-160.3674,GOA
2000,1,1656.063821,1830,1895.2341,189.52341,180,72.78654062,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1656.063821,1830,1895.2341,189.52341,180,72.78654062,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1665.143319,1840,1905.5611,190.55611,190,73.98086775,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1665.143319,1840,1905.5611,190.55611,190,73.98086775,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1665.143319,1840,1905.5611,190.55611,190,73.98086775,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,1,1665.143319,1840,1905.5611,190.55611,190,73.98086775,2,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,1,1665.143319,1840,1905.5611,190.55611,190,73.98086775,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1674.222818,1850,1915.8881,191.58881,190,75.1881779,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1674.222818,1850,1915.8881,191.58881,190,75.1881779,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1683.302316,1860,1926.2151,192.62151,190,76.40854109,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1683.302316,1860,1926.2151,192.62151,190,76.40854109,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,2,1692.381814,1870,1936.5421,193.65421,190,77.64202732,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,1,1692.381814,1870,1936.5421,193.65421,190,77.64202732,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1710.540811,1890,1957.1961,195.71961,190,80.14864894,1,IPHC Survey (L. Hulbert),Longline,56.06556,-168.795,GOA
2000,1,1710.540811,1890,1957.1961,195.71961,190,80.14864894,1,IPHC Survey (L. Hulbert),Longline,58.54727,-174.60451,GOA
2000,2,1719.62031,1900,1967.5231,196.75231,190,81.42192434,1,IPHC Survey (L. Hulbert),Longline,58.52817,-174.66209,GOA
2000,2,1719.62031,1900,1967.5231,196.75231,190,81.42192434,2,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
2000,2,1719.62031,1900,1967.5231,196.75231,190,81.42192434,1,IPHC Survey (L. Hulbert),Longline,58.58812,-175.0302,GOA
2000,1,1730.59,,1980,198,190,82.97815871,1,IPHC Survey (L. Hulbert),Longline,54.46659,-162.2554,GOA
2000,2,1737.779306,1920,1988.1771,198.81771,190,84.0087543,1,IPHC Survey (L. Hulbert),Longline,58.524,-174.65511,GOA
