species,year,FMP_sub_area,RPN_strata,n_stations,n_pos_catch,strata_rpn,boot_strata_rpn,boot_bias,boot_sd,boot_lci,boot_uci,fmp_rpn,fmp_lci,fmp_uci
Spiny dogfish,2002,CGOA,CG200,67,9,216.66974882644547,214.7385688047515,-1.9311800216939616,101.37508089620457,81.44156056577422,575.0044143667851,3587.2183688354394,2205.0319996029384,6031.638740983591
Spiny dogfish,2002,CGOA,CG300500,8,0,0,0,0,0,0,0,3587.2183688354394,2205.0319996029384,6031.638740983591
Spiny dogfish,2002,EY/SE,EY/SE0,17,13,1637.92545937511,1624.2081725297987,-13.717286845311264,433.33772188861184,894.6940247244482,2621.727365588727,3635.138996664475,2302.592128738784,5456.943783928154
Spiny dogfish,2002,EY/SE,EY/SE100,69,61,1725.2682330152502,1740.1862111648074,14.917978149557257,266.3550949858489,1263.2382669986412,2295.7892324086947,3635.138996664475,2302.592128738784,5456.943783928154
Spiny dogfish,2002,EY/SE,EY/SE200,21,18,261.496748926658,263.72435969595534,2.227610769297371,84.62439160088961,144.65983701569473,521.6487279827619,3635.138996664475,2302.592128738784,5456.943783928154
Spiny dogfish,2002,EY/SE,EY/SE300500,9,2,7.030032311093476,7.020253273913592,-0.009779037179884043,4.319366735870423,0,17.77845794796969,3635.138996664475,2302.592128738784,5456.943783928154
Spiny dogfish,2002,WGOA,WG0,65,5,32.196467244654826,31.86988817062803,-0.326579074026796,14.191558216159537,12.696218164363904,70.44923317041277,35.010998299467154,12.696218164363904,85.87209799714971
Spiny dogfish,2002,WGOA,WG100,48,1,3.0579552523101214,3.1411101288391228,0.08315487652900133,3.045157802408429,0,15.422864826736943,35.010998299467154,12.696218164363904,85.87209799714971
Spiny dogfish,2002,WGOA,WG200,8,0,0,0,0,0,0,0,35.010998299467154,12.696218164363904,85.87209799714971
Spiny dogfish,2002,WGOA,WG300500,5,0,0,0,0,0,0,0,35.010998299467154,12.696218164363904,85.87209799714971
Spiny dogfish,2002,WY,WY0,19,19,4490.116356428545,4505.893288351384,15.77693192283914,566.712603560849,3270.004573897643,5550.219645922397,8456.742377177534,5728.947583611091,11358.677102479383
Spiny dogfish,2002,WY,WY100,40,32,3243.7861352727673,3264.3000724418484,20.513937169081146,608.1627410943656,2171.18749304971,4510.4185096272895,8456.742377177534,5728.947583611091,11358.677102479383
Spiny dogfish,2002,WY,WY200,11,8,680.3875148191387,677.6697563843006,-2.7177584348380606,241.44784107372845,287.7555166637385,1280.5256135963634,8456.742377177534,5728.947583611091,11358.677102479383
Spiny dogfish,2002,WY,WY300500,3,1,8.756666666666666,8.879259999999999,0.12259333333333267,7.032102764022605,0,17.513333333333332,8456.742377177534,5728.947583611091,11358.677102479383
Spiny dogfish,2003,AI,AI0,28,0,0,0,0,0,0,0,0,0,0
Spiny dogfish,2003,AI,AI100,33,0,0,0,0,0,0,0,0,0,0
Spiny dogfish,2003,AI,AI200,19,0,0,0,0,0,0,0,0,0,0
Spiny dogfish,2003,AI,AI300500,12,0,0,0,0,0,0,0,0,0,0
Spiny dogfish,2003,BS,BS0,3,0,0,0,0,0,0,0,0,0,0
Spiny dogfish,2003,BS,BS100,57,0,0,0,0,0,0,0,0,0,0
Spiny dogfish,2003,BS,BS200400,35,0,0,0,0,0,0,0,0,0,0
Spiny dogfish,2003,BS,BS400600,8,0,0,0,0,0,0,0,0,0,0
Spiny dogfish,2003,CGOA,CG0,123,70,4743.824583638599,4766.860580526604,23.035996888005684,780.9944830645254,3422.534896131237,6577.519118704979,13604.4366657423,10447.813619489494,17835.407763372295
Spiny dogfish,2003,CGOA,CG100,181,108,8005.5187845536775,7974.712909339077,-30.805875214600746,807.0973725992989,6568.410952526526,9780.000364265235,13604.4366657423,10447.813619489494,17835.407763372295
Spiny dogfish,2003,CGOA,CG200,74,24,862.3289277377577,858.067985261304,-4.2609424764536925,256.8674451491705,456.8677708317309,1457.7825623817837,13604.4366657423,10447.813619489494,17835.407763372295
Spiny dogfish,2003,CGOA,CG300500,10,1,4.643595409508875,4.795190615315231,0.15159520580635544,4.466665260141057,0,20.105718020297637,13604.4366657423,10447.813619489494,17835.407763372295
Spiny dogfish,2003,EY/SE,EY/SE0,17,14,1917.1155173845477,1907.002321222846,-10.113196161701808,446.29676389462463,1045.1016408585658,2788.0049641752043,5327.5704205418315,3732.3431051384127,7036.574052471508
Spiny dogfish,2003,EY/SE,EY/SE100,73,68,3082.167880582298,3089.1953468528636,7.027466270565583,307.51663619789457,2492.5826075642285,3691.5810847024727,5327.5704205418315,3732.3431051384127,7036.574052471508
Spiny dogfish,2003,EY/SE,EY/SE200,19,16,294.7042863870361,293.7371092759941,-0.9671771110420195,75.892529242895307,179.02573716931232,495.22838821681347,5327.5704205418315,3732.3431051384127,7036.574052471508
Spiny dogfish,2003,EY/SE,EY/SE300500,9,6,37.431512622953186,37.63564319012812,0.2041305671749356,11.677043155181321,15.633119546306244,61.75961537701788,5327.5704205418315,3732.3431051384127,7036.574052471508
Spiny dogfish,2003,WGOA,WG0,63,8,58.6215922259872,59.05901905677643,0.43742683078922795,20.286516867450956,26.031918877538306,110.6686226221961,98.52085691897942,40.76796451379108,183.64659838687294
Spiny dogfish,2003,WGOA,WG100,49,8,29.75639778964962,30.130147883565662,0.3737500939160441,10.17731938765363,14.736045636252774,54.16005971161494,98.52085691897942,40.76796451379108,183.64659838687294
Spiny dogfish,2003,WGOA,WG200,6,2,9.353150882338229,9.331689978637332,-0.021460903700896594,5.283770987519102,0,18.8179160530619,98.52085691897942,40.76796451379108,183.64659838687294
Spiny dogfish,2003,WGOA,WG300500,4,0,0,0,0,0,0,0,98.52085691897942,40.76796451379108,183.64659838687294
Spiny dogfish,2003,WY,WY0,18,18,6175.564019113994,6165.188368488278,-10.375650625715934,454.74066039079645,5296.446186027106,7049.318422363122,14223.554876538288,11264.699653957145,17064.664614762092
Spiny dogfish,2003,WY,WY100,39,38,7135.178576649713,7166.703249561379,31.52467291166613,741.0593767634685,5597.0934007202895,8494.67787423575,14223.554876538288,11264.699653957145,17064.664614762092
Spiny dogfish,2003,WY,WY200,11,9,678.0557495545493,680.1120365324962,2.056286977946911,179.13545887280588,371.16006720974934,1068.5992832113725,14223.554876538288,11264.699653957145,17064.664614762092
Spiny dogfish,2003,WY,WY300500,3,1,218.71269231715476,211.55122195613527,-7.1614703610194965,177.4355429694421,0,452.06903495184855,14223.554876538288,11264.699653957145,17064.664614762092
Spiny dogfish,2004,AI,AI0,27,3,11.94943357202175,12.053039596762098,0.10360602474034764,7.3849124791424225,1.102208409833716,38.432589473964754,17.901133880520447,1.9401567901261778,62.020196194095156
